occurrence_no,collection_no,class,order,family,genus,accepted_name,accepted_rank,coarse_assignment,pres_mode,taxon_environment,early_interval,late_interval,stage_assignment,substage_assignment,citation,ref_author,ref_pubyr,lng,lat,paleolng,paleolat,formation,stratgroup,member,state,cc,abund_value,abund_unit,enterer,Longitude,Latitude
806717,13273,Reptilia,,Drepanosauridae,,Drepanosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Martz et al 2012,Martz,2008,-101.315002,33.521389,-30.86,7.83,Cooper Canyon,Dockum,,Texas,US,3,specimens,R. Butler,NA,NA
806718,13273,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Martz et al 2012,Martz,2008,-101.315002,33.521389,-30.86,7.83,Cooper Canyon,Dockum,,Texas,US,1,specimens,R. Butler,NA,NA
806719,13273,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus jacobsi,species,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Martz et al 2012,Mueller and Parker,2006,-101.315002,33.521389,-30.86,7.83,Cooper Canyon,Dockum,,Texas,US,1,specimens,R. Butler,NA,NA
806720,13273,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Martz et al 2012,Martz,2008,-101.315002,33.521389,-30.86,7.83,Cooper Canyon,Dockum,,Texas,US,1,specimens,R. Butler,NA,NA
806721,13273,Reptilia,Eosuchia,Parasuchidae,Leptosuchus,Leptosuchus crosbiensis,species,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Martz et al 2012,Martz,2008,-101.315002,33.521389,-30.86,7.83,Cooper Canyon,Dockum,,Texas,US,1,individuals,R. Butler,NA,NA
806732,13273,Reptilia,Eosuchia,,,Ornithodira,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Martz et al 2012,Martz,2008,-101.315002,33.521389,-30.86,7.83,Cooper Canyon,Dockum,,Texas,US,158,specimens,R. Butler,NA,NA
806749,13273,Reptilia,Eosuchia,Stagonolepididae,,Stagonolepididae,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Martz et al 2012,Martz,2008,-101.315002,33.521389,-30.86,7.83,Cooper Canyon,Dockum,,Texas,US,4,specimens,R. Butler,NA,NA
1417821,13273,Reptilia,Eosuchia,Lagerpetonidae,Dromomeron,Dromomeron gregorii,species,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Martz et al 2012,SarÃ„Â±gÃƒÂ¼l,2016,-101.315002,33.521389,-30.86,7.83,Cooper Canyon,Dockum,,Texas,US,NA,,B. Allen,NA,NA
149988,13285,Saurischia,,,Efraasia,Efraasia minor,species,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Sues & Fraser 2010,Yates,2003,8.978333,49.023609,21.02,30.26,LÃ¶wenstein,Keuper,Lower Stubensandstein,Baden-WÃƒÂ¼rttemberg,DE,1,individuals,M. Carrano,NA,NA
150315,13344,Reptilia,Sauropterygia,Lariosauridae,Neusticosaurus,Neusticosaurus,genus,Eureptilia,body,marine,Anisian,Ladinian,Ladinian,Fassanian,Sues & Fraser 2010,Sander,1988,9.233333,45.150002,33.28,16.98,Monte San Giorgio bituminous shales,,,,CH,NA,,M. Carrano,17.44243008,13.79348883
150316,13344,Reptilia,Ichthyosauria,Mixosauridae,Mixosaurus,Mixosaurus,genus,Eureptilia,body,marine,Anisian,Ladinian,Ladinian,Fassanian,Sues & Fraser 2010,Sander,1988,9.233333,45.150002,33.28,16.98,Monte San Giorgio bituminous shales,,,,CH,NA,,M. Carrano,17.44243008,13.79348883
1134404,13344,Reptilia,Ichthyosauria,Mixosauridae,Contectopalatus,Contectopalatus,genus,Eureptilia,body,marine,Anisian,Ladinian,Ladinian,Fassanian,Sues & Fraser 2010,Sander,2000,9.233333,45.150002,33.28,16.98,Monte San Giorgio bituminous shales,,,,CH,NA,,J. Tennant,17.44243008,13.79348883
1134405,13344,Reptilia,Ichthyosauria,Mixosauridae,Mixosaurus,Mixosaurus,genus,Eureptilia,body,marine,Anisian,Ladinian,Ladinian,Fassanian,Sues & Fraser 2010,Sander,2000,9.233333,45.150002,33.28,16.98,Monte San Giorgio bituminous shales,,,,CH,NA,,J. Tennant,17.44243008,13.79348883
1134407,13344,Reptilia,Ichthyosauria,Besanosauridae,Besanosaurus,Besanosaurus leptorhynchus,species,Eureptilia,body,marine,Anisian,Ladinian,Ladinian,Fassanian,Sues & Fraser 2010,Sander,2000,9.233333,45.150002,33.28,16.98,Monte San Giorgio bituminous shales,,,,CH,NA,,J. Tennant,17.44243008,13.79348883
1134409,13344,Reptilia,Ichthyosauria,Guanlingsauridae,Mikadocephalus,Mikadocephalus gracilirostris,species,Eureptilia,body,marine,Anisian,Ladinian,Ladinian,Fassanian,Sues & Fraser 2010,Sander,2000,9.233333,45.150002,33.28,16.98,Monte San Giorgio bituminous shales,,,,CH,NA,,J. Tennant,17.44243008,13.79348883
1134410,13344,Reptilia,Ichthyosauria,Wimaniidae,Wimanius,Wimanius odontopalatus,species,Eureptilia,body,marine,Anisian,Ladinian,Ladinian,Fassanian,Sues & Fraser 2010,Sander,2000,9.233333,45.150002,33.28,16.98,Monte San Giorgio bituminous shales,,,,CH,NA,,J. Tennant,17.44243008,13.79348883
1418754,20679,Osteichthyes,Therocephalia,Bauriidae,Bauria,Bauria cynops,species,Synapsida,body,terrestrial,Spathian,Anisian,Anisian,,,Abdala et al.,2013,26.65,-30.716667,-8.35,-50.72,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,B. Allen,-8.752923156,-67.16323834
229267,22661,Osteichthyes,Cotylosauria,Pylaecephalidae,Diictodon,Diictodon,genus,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Smith,1993,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,12,individuals,A. Behrensmeyer,-30.32958997,-60.05213995
1303961,22661,Osteichthyes,Cotylosauria,Oudenodontidae,Tropidostoma,Tropidostoma dubium,species,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Broom,1935,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,-30.32958997,-60.05213995
1304152,22661,Osteichthyes,Cotylosauria,Oudenodontidae,Tropidostoma,Tropidostoma dubium,species,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Broom,1935,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,-30.32958997,-60.05213995
1304554,22661,Reptilia,,,Pareiasaurus,Pareiasaurus serridens,species,Parareptilia,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,-30.32958997,-60.05213995
1304555,22661,Osteichthyes,Cotylosauria,Oudenodontidae,Tropidostoma,Tropidostoma dubium,species,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,-30.32958997,-60.05213995
1304556,22661,Osteichthyes,Cotylosauria,,Pristerodon,Pristerodon mackayi,species,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,-30.32958997,-60.05213995
1304557,22661,Osteichthyes,Cotylosauria,Pristerodontidae,Emyduranus,Emyduranus gracilis,species,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Broom,1935,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,-30.32958997,-60.05213995
1304558,22661,Osteichthyes,Cotylosauria,Emydopidae,Palemydops,Palemydops minor,species,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Lefebvre and Gutierrez-Marco,2003,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,-30.32958997,-60.05213995
1304559,22661,Osteichthyes,Cotylosauria,,Pristerodon,Pristerodon mirus,species,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,-30.32958997,-60.05213995
1304560,22661,Osteichthyes,Cotylosauria,Pylaecephalidae,Diictodon,Diictodon feliceps,species,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Broom,1935,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,-30.32958997,-60.05213995
1304561,22661,Reptilia,Gorgodontia,Gorgonopidae,Aelurosaurus,Aelurosaurus brevirostris,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Broom,1948,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,-30.32958997,-60.05213995
1304562,22661,Reptilia,Gorgodontia,Gorgonopidae,Aelurosaurus,Aelurosaurus polyodon,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,-30.32958997,-60.05213995
1304563,22661,Reptilia,Gorgodontia,,,Gorgonopsia,suborder,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Broom,1935,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,-30.32958997,-60.05213995
1304564,22661,Osteichthyes,Cotylosauria,,Pristerodon,Pristerodon,genus,Synapsida,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,-30.32958997,-60.05213995
1327696,22661,Reptilia,Gorgodontia,Gorgonopidae,Aelurosaurus,Aelurosaurus,genus,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Sigogneau-Russell,1989,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,1,individuals,R. Butler,-30.32958997,-60.05213995
1329029,22661,Reptilia,Gorgodontia,,Eriphostoma,Scylacognathus grimbeeki,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Sigogneau-Russell,1989,22.014444,-32.147778,-21.02,-50.36,Teekloof,Beaufort,,Western Cape,ZA,1,individuals,R. Butler,-30.32958997,-60.05213995
229268,22662,Osteichthyes,Cotylosauria,Pylaecephalidae,Diictodon,Diictodon,genus,Synapsida,body,terrestrial,Capitanian,Wuchiapingian,,,,Smith,1993,21.5166,-31.916599,-23.91,-50.8,Teekloof,Beaufort,,,ZA,14,specimens,A. Behrensmeyer,NA,NA
220039,22666,Osteichthyes,Temnospondyli,Metoposauridae,Metoposaurus,Metoposaurus bakeri,species,Temnospondyli,body,terrestrial,Carnian,Norian,Norian,Lacian,Martz et al 2012,Case,1931,-100.883331,32.950001,-30.07,8.01,Santa Rosa,Dockum,,Texas,US,NA,,A. Behrensmeyer,NA,NA
1080981,22666,Reptilia,Eosuchia,,,Phytosauria,unranked clade,Eureptilia,body,terrestrial,Carnian,Norian,Norian,Lacian,Martz et al 2012,Case,1932,-100.883331,32.950001,-30.07,8.01,Santa Rosa,Dockum,,Texas,US,NA,,R. Butler,NA,NA
220069,22680,Reptilia,Rhynchocephalia,Sphenodontidae,,Sphenodontidae,family,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Sues & Fraser 2010,Sander,1992,8.016667,47.5,21.05,28.61,LÃ¶wenstein,Keuper,Lower Stubensandstein,Aargau,CH,NA,,A. Behrensmeyer,NA,NA
220070,22680,Saurischia,,Plateosauridae,Plateosaurus,Plateosaurus engelhardti,species,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Sues & Fraser 2010,Hofmann and Sander,2014,8.016667,47.5,21.05,28.61,LÃ¶wenstein,Keuper,Lower Stubensandstein,Aargau,CH,NA,,B. Allen,NA,NA
220071,22680,Reptilia,Eosuchia,Stagonolepididae,Aetosaurus,Aetosaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Sues & Fraser 2010,Sander,1992,8.016667,47.5,21.05,28.61,LÃ¶wenstein,Keuper,Lower Stubensandstein,Aargau,CH,NA,,A. Behrensmeyer,NA,NA
220072,22680,Reptilia,Eosuchia,,Saltoposuchus,Saltoposuchus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Sues & Fraser 2010,Sander,1992,8.016667,47.5,21.05,28.61,LÃ¶wenstein,Keuper,Lower Stubensandstein,Aargau,CH,NA,,A. Behrensmeyer,NA,NA
220073,22680,Saurischia,,,Liliensternus,Liliensternus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Alaunian,Sues & Fraser 2010,Meyer and ThÃƒÂ¼ring,2003,8.016667,47.5,21.05,28.61,LÃ¶wenstein,Keuper,Lower Stubensandstein,Aargau,CH,NA,,M. Carrano,NA,NA
220078,22680,Osteichthyes,Cotylosauria,,,Cynodontia,infraorder,Synapsida,body,terrestrial,Norian,,Norian,Alaunian,Sues & Fraser 2010,Sander,1992,8.016667,47.5,21.05,28.61,LÃ¶wenstein,Keuper,Lower Stubensandstein,Aargau,CH,NA,,A. Behrensmeyer,NA,NA
220082,22683,Saurischia,,Plateosauridae,Plateosaurus,Plateosaurus longiceps,species,Eureptilia,body,terrestrial,Sevatian,Rhaetian,,,,Fraas,1913,8.65,48.066669,21.24,29.29,LÃ¶wenstein,Keuper,,Baden-WÃƒÂ¼rttemberg,DE,42,individuals,A. Behrensmeyer,NA,NA
220083,22683,Reptilia,,,Proganochelys,Proganochelys quenstedtii,species,Parareptilia,body,terrestrial,Sevatian,Rhaetian,,,,Gaffney and Meeker,1983,8.65,48.066669,21.24,29.29,LÃ¶wenstein,Keuper,,Baden-WÃƒÂ¼rttemberg,DE,3,individuals,A. Behrensmeyer,NA,NA
220084,22683,Saurischia,,,Liliensternus,Liliensternus,genus,Eureptilia,body,terrestrial,Sevatian,Rhaetian,,,,Sander,1992,8.65,48.066669,21.24,29.29,LÃ¶wenstein,Keuper,,Baden-WÃƒÂ¼rttemberg,DE,1,specimens,A. Behrensmeyer,NA,NA
983373,22683,Reptilia,Eosuchia,,,Aetosauria,unranked clade,Eureptilia,body,terrestrial,Sevatian,Rhaetian,,,,Matzke and Maisch,2011,8.65,48.066669,21.24,29.29,LÃ¶wenstein,Keuper,,Baden-WÃƒÂ¼rttemberg,DE,2,specimens,R. Butler,NA,NA
229318,22704,Reptilia,Eosuchia,Parasuchidae,,Mystriosuchinae,subfamily,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,4,specimens,A. Behrensmeyer,NA,NA
229319,22704,Osteichthyes,Temnospondyli,Metoposauridae,,Metoposauridae,family,Temnospondyli,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,1,specimens,A. Behrensmeyer,NA,NA
229320,22704,Reptilia,Eosuchia,Doswelliidae,Doswellia,Doswellia,genus,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Sues et al.,2013,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,3,specimens,R. Butler,NA,NA
229321,22704,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus buettneri,species,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Elder,1987,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,NA,,A. Behrensmeyer,NA,NA
229322,22704,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Butler,2010,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,11,specimens,R. Butler,NA,NA
229323,22704,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,8,specimens,M. Carrano,NA,NA
229324,22704,Reptilia,Eosuchia,,Poposaurus,Poposaurus langstoni,species,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Long and Murry,1995,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,1,individuals,M. Carrano,NA,NA
229325,22704,Reptilia,Rhynchosauria,Rhynchosauridae,Otischalkia,Otischalkia elderae,species,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Hunt and Lucas,1991,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,4,specimens,R. Butler,NA,NA
490778,22704,Osteichthyes,Temnospondyli,Almasauridae,,Almasauridae,family,Temnospondyli,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Wilson,1948,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572530,22704,Reptilia,Eosuchia,,,Prolacertiformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572532,22704,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Butler,2010,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,1,specimens,R. Butler,NA,NA
572533,22704,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Butler,2010,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,3,specimens,R. Butler,NA,NA
572534,22704,Reptilia,Eosuchia,,Protecovasaurus,Protecovasaurus lucasi,species,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
755350,22704,Reptilia,,,,Reptilia,class,stem_Tetrapoda,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,21,specimens,M. Carrano,NA,NA
755351,22704,Reptilia,Eosuchia,,,Suchia,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
755352,22704,Reptilia,Eosuchia,Parasuchidae,Parasuchus,Parasuchus bransoni,species,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Long and Murry,1995,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
755355,22704,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus buettneri,species,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Murry,1989,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,NA,,M. Carrano,NA,NA
755356,22704,Osteichthyes,,,,Tetrapoda,unranked clade,,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,16,specimens,M. Carrano,NA,NA
755357,22704,Reptilia,Eosuchia,,,Archosauromorpha,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Heckert,2004,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,12,elements,M. Carrano,NA,NA
778963,22704,Osteichthyes,Temnospondyli,Metoposauridae,Koskinonodon,Koskinonodon perfectus,species,Temnospondyli,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Sawin,1944,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
1081446,22704,Reptilia,Eosuchia,,,Phytosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Long and Murry,1995,-101.247223,32.172222,-31,6.48,Colorado City,Dockum,,Texas,US,6,specimens,R. Butler,NA,NA
229327,22705,Osteichthyes,Temnospondyli,Metoposauridae,Koskinonodon,Koskinonodon,genus,Temnospondyli,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,2,specimens,A. Behrensmeyer,NA,NA
229328,22705,Reptilia,,,,Reptilia,class,stem_Tetrapoda,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,120,specimens,A. Behrensmeyer,NA,NA
572559,22705,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
572560,22705,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,2,specimens,M. Carrano,NA,NA
572561,22705,Reptilia,Eosuchia,Parasuchidae,,Mystriosuchinae,subfamily,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,6,specimens,M. Carrano,NA,NA
572562,22705,Reptilia,Eosuchia,Parasuchidae,Rutiodon,Rutiodon,genus,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
572563,22705,Reptilia,Eosuchia,,,Dinosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
572564,22705,Saurischia,,,,Theropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,22,specimens,M. Carrano,NA,NA
572565,22705,Ornithischia,,,,Ornithischia,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,2,specimens,M. Carrano,NA,NA
572566,22705,Reptilia,Eosuchia,,,Crocodylomorpha,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572567,22705,Reptilia,Eosuchia,,Poposaurus,Poposaurus gracilis,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572568,22705,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Butler,2010,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,NA,,R. Butler,NA,NA
572570,22705,Reptilia,Eosuchia,,,Suchia,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572571,22705,Reptilia,Eosuchia,Stagonolepididae,Desmatosuchus,Desmatosuchus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572572,22705,Reptilia,Eosuchia,Stagonolepididae,Stagonolepis,Stagonolepis,genus,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572573,22705,Reptilia,Eosuchia,,,Archosauromorpha,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.358612,34.513889,-37.34,9.94,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
