collection_no,lng,lat,n_occs,early_interval,late_interval,max_ma,min_ma,cc,formation,stratgroup,member,zone,lithology1,environment,collection_size
23324,27,-31.5,5,Late Triassic,,237,201.3,ZA,Molteno,,,,"""shale""","""floodplain""",
23325,26.466667,-31.483334,9,Late Triassic,,237,201.3,ZA,Molteno,,,,,,
23331,11.35,46.349998,23,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,claystone,fluvial-deltaic indet.,
23332,11.4,46.349998,16,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,claystone,marine indet.,
23333,11.4,46.349998,19,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,sandstone,marine indet.,
23380,-22.6,70.5,17,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,lacustrine indet.,
23413,11.4,46.683334,23,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,sandstone,fluvial-deltaic indet.,
23414,11.4,46.349998,21,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,claystone,fluvial-deltaic indet.,
23416,11.4,46.349998,25,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,sandstone,fluvial-deltaic indet.,
23424,11.666667,46.566666,25,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,claystone,marine indet.,
23425,11.666667,46.566666,19,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,claystone,marine indet.,
23426,11.816667,46.566666,12,Wuchiapingian,Changhsingian,259.9,252.17,IT,Groedner Sandstein,,,,sandstone,marine indet.,
23448,-22.6,70.5,8,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,lacustrine indet.,
23450,-22.6,70.5,,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,lacustrine indet.,
23452,-22.6,70.5,14,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,lacustrine indet.,
23456,-22.6,70.5,4,Late Triassic,,237,201.3,GL,Cape Stewart,,,,sandstone,deltaic indet.,
23461,-22.6,70.5,11,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23462,-22.6,70.5,10,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23464,-22.6,70.5,7,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23467,-22.6,70.5,16,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23473,-22.6,70.5,9,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23476,-22.6,70.5,12,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23479,-22.6,70.5,11,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23568,11.65,46.366669,24,Changhsingian,,254.17,252.17,IT,Bellerophon,,,,,marine indet.,
23570,11.966667,46.75,56,Pelsonian-Pelsonian-Illyrian,,247.2,242,IT,Recoaro - Upper Serla,,,,"""reef rocks""","reef, buildup or bioherm",
23573,11.65,46.366669,23,Changhsingian,,254.17,252.17,IT,Bellerophon,,,,claystone,marine indet.,
23700,9.116667,50.316666,8,Changhsingian,,254.17,252.17,DE,,,,,"""limestone""",marine indet.,
23705,9.116667,50.299999,15,Changhsingian,,254.17,252.17,DE,,,,,"""shale""",marine indet.,
23821,9.116667,50.299999,9,Changhsingian,,254.17,252.17,DE,,,,,"""shale""",marine indet.,
23822,9.116667,50.299999,9,Changhsingian,,254.17,252.17,DE,,,,,"""shale""",marine indet.,
23823,9.116667,50.299999,8,Changhsingian,,254.17,252.17,DE,,,,,"""shale""",marine indet.,
23825,9.116667,50.299999,10,Changhsingian,,254.17,252.17,DE,,,,,"""shale""",marine indet.,
23861,20,48,14,Pelsonian-Pelsonian-Illyrian,,247.2,242,SK,,,,,"""limestone""",carbonate indet.,
23867,20,48,106,Ladinian,,242,237,SK,Wetterstein Limestone,,,,"""limestone""","reef, buildup or bioherm",
23869,21,46,55,Tuvalian,,232,221.5,HU,Sandorhegy Limestone,,,,"""limestone""",carbonate indet.,
23870,19,47,75,Tuvalian,,232,221.5,HU,,,,,"""limestone""",carbonate indet.,
23931,-22.6,70.5,6,Late Triassic,,237,201.3,GL,Cape Stewart,,,,sandstone,fluvial-deltaic indet.,
23932,-22.6,70.5,15,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23934,-22.6,70.5,14,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23937,-22.6,70.5,10,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23938,-22.6,70.5,9,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23939,-22.6,70.5,18,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23941,-22.6,70.5,6,Late Triassic,,237,201.3,GL,Cape Stewart,,,Lepidopteris,sandstone,deltaic indet.,
23943,-22.6,70.5,12,Late Triassic,,237,201.3,GL,Cape Stewart,,,Transition,sandstone,deltaic indet.,
23944,-22.6,70.5,6,Late Triassic,,237,201.3,GL,Cape Stewart,,,Transition,sandstone,deltaic indet.,
23946,-22.6,70.5,11,Late Triassic,,237,201.3,GL,Cape Stewart,,,Transition,sandstone,deltaic indet.,
23948,-22.6,70.5,3,Late Triassic,,237,201.3,GL,Cape Stewart,,,Transition,sandstone,deltaic indet.,
23968,-108.199997,35.200001,41,Carnian,Norian,237,208.5,US,Chinle,,Monitor Butte/Petrified Forest,,mudstone,fluvial indet.,
23970,13.1,47.683334,2,Changhsingian,,254.17,252.17,AT,Alpine Salt Deposits,,,,claystone,marine indet.,
23971,13.65,47.533333,4,Changhsingian,,254.17,252.17,AT,Alpine Salt Deposits,,,,evaporite,marine indet.,
23974,6.55,51.599998,1,Changhsingian,,254.17,252.17,DE,,,,,claystone,marine indet.,
23981,-89.166664,78.916664,1,Norian,,228,208.5,CA,Heiberg,,Romulus/Fosheim,,sandstone,delta front,
23982,-90,79,2,Norian,,228,208.5,CA,Heiberg,,Romulus,,sandstone,delta front,
23991,-109.699997,28.6,3,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
23992,-109.66333,28.581112,3,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
23993,-110.214996,28.56889,17,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
23994,-110.199448,28.562222,13,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24001,-110.199997,28.558056,8,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24003,-110.19278,28.508888,7,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24004,-109.663887,28.576389,4,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24005,-109.342499,28.560833,11,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24006,-109.342781,28.560556,5,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24007,-109.665001,28.577778,7,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24008,-109.665001,28.577778,3,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24009,-109.668335,28.577778,2,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24010,-109.668335,28.577778,8,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24011,-109.668335,28.577778,4,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24023,-109.668335,28.577778,5,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24024,-109.668335,28.577778,7,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24026,-109.668335,28.577778,4,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24028,-109.747223,28.57361,9,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24030,-109.74778,28.572222,5,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24031,-109.74778,28.572222,13,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24032,-109.354164,28.553057,12,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24033,-109.354164,28.553057,9,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24036,-109.352776,28.550556,15,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24037,-109.352776,28.550556,19,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24041,-109.351944,28.551111,10,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24044,-109.351944,28.551111,7,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24045,-109.351944,28.551111,5,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24048,-109.343056,28.552778,2,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24049,-109.344444,28.555834,3,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24051,-110.199997,28.556944,6,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24053,-110.199997,28.556944,10,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24055,-110.199997,28.556944,8,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24057,-110.199997,28.556944,4,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24058,-109.668053,28.578056,5,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24059,-110.201385,28.557501,6,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24060,-110.19722,28.556667,5,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24061,-110.202782,28.554167,11,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24063,-109.660553,28.581112,2,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24064,-109.5,28.5,5,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24065,-110.199997,28.556944,6,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24066,-110.199997,28.556944,7,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24067,-110.202782,28.554167,7,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24068,-109.214996,28.56889,10,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24069,-110.201385,28.557501,12,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24070,-109.665001,28.577778,6,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24071,-110.214996,28.56889,10,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24072,-109.66333,28.581112,4,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24073,-110.19278,28.508888,7,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24074,-109.659721,28.56889,8,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24075,-110.133331,28.564444,8,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24076,-109.63472,28.584444,9,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24077,-110.199448,28.562222,3,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24080,-110.203331,28.556389,4,Carnian,,237,228,MX,Santa Clara,Barranca,,,,,
24084,-1.381,54.879002,17,Wuchiapingian,,259.9,254.17,UK,Ford,,,,bafflestone,"reef, buildup or bioherm",
24085,-1.392,54.882,31,Wuchiapingian,,259.9,254.17,UK,Ford,,,,grainstone,"reef, buildup or bioherm",
24086,-1.391,54.883999,14,Wuchiapingian,,259.9,254.17,UK,Ford,,,,"""reef rocks""","reef, buildup or bioherm",
24092,-109.699997,28.6,32,Carnian,,237,228,MX,Santa Clara,Barranca,,,,fluvial-lacustrine indet.,
24110,-77.716667,37.352222,39,Carnian,,237,228,US,Tuckahoe,,Productive Coal Measures?,,"""shale""","""floodplain""",
24111,-77.544441,37.783333,16,Carnian,,237,228,US,Doswell,,Stagg Creek,,"""shale""",fluvial-lacustrine indet.,
24112,-77.599998,38,15,Carnian,,237,228,US,,,,,siltstone,wet floodplain,
24113,-77.5,37.5,6,Carnian,,237,228,US,Tuckahoe/Turkey Branch,,,,siltstone,fluvial-lacustrine indet.,
24114,-77.75,37.366669,2,Carnian,,237,228,US,Otterdale,,,,lignite,fluvial-lacustrine indet.,
24158,-110.400002,37.700001,13,Carnian,,237,228,US,Chinle,,Shinarump,,,,
24159,-110.5,38,5,Carnian,,237,228,US,Chinle,,Monitor Butte,,,,
24160,-110.199997,38.700001,4,Carnian,,237,228,US,Chinle,,Temple Mountain,,,,
24193,6.533333,51.5,15,Wuchiapingian,,259.9,254.17,DE,Zechstein Limestone,Werra,,,"""shale""",marine indet.,
24194,6.533333,51.5,13,Wuchiapingian,Changhsingian,259.9,252.17,DE,Zechstein,,Kupferschiefer,,,marine indet.,
24247,110.860001,29.410999,1,Changhsingian,,254.17,252.17,CN,Changxing,,2,,framestone,"reef, buildup or bioherm",
24248,110.877998,29.415001,14,Changhsingian,,254.17,252.17,CN,Changxing,,3,,"""reef rocks""","reef, buildup or bioherm",
24249,110.904999,29.419001,18,Changhsingian,,254.17,252.17,CN,Changxing,,3,,framestone,"reef, buildup or bioherm",
24304,55.866669,24.700001,21,Norian,,228,208.5,OM,Jebel Wasa,,,,floatstone,"reef, buildup or bioherm",
24305,55.866669,24.733334,32,Carnian,,237,228,OM,Jabal Wasa,,,,bafflestone,"reef, buildup or bioherm",
24306,57.058334,23.172222,25,Norian,,228,208.5,OM,Misfah,,,,framestone,"reef, buildup or bioherm",
24309,57.666668,22.916668,26,Carnian,,237,228,OM,Misfah,Kawr,,,framestone,"reef, buildup or bioherm",
24310,23.083332,37.633331,14,Norian,,228,208.5,GR,Pantokrator,,,,framestone,"reef, buildup or bioherm",
24383,-80.5,36.5,16,Carnian,,237,228,US,Cow Branch,Dan River,upper,,"""siliciclastic""",lacustrine indet.,
24499,-79.400002,35.5,10,Late Triassic,,237,201.3,US,Pekin,Newark,,,siltstone,"""floodplain""",
24502,-104.699997,35,5,Carnian,,237,228,US,Santa Rosa,,Mudstone,Dinophyton,claystone,,
24546,18.133333,46.083332,17,Early Triassic,,252.17,247.2,HU,Jakabhegy,,,,sandstone,fluvial-lacustrine indet.,
24547,18.133333,46.083332,26,Early Triassic,,252.17,247.2,HU,,,,,siltstone,fluvial indet.,
24552,-79.400002,35.5,3,Late Triassic,,237,201.3,US,Pekin,Newark,,,"""shale""",,
24554,-79.400002,35.5,2,Late Triassic,,237,201.3,US,Pekin,Newark,,,"""shale""",,
24590,88.049164,29.1175,21,Wuchiapingian,,259.9,254.17,CN,Quxia,,,,"""limestone""",carbonate indet.,98 specimens
24601,-79.400002,35.5,8,Late Triassic,,237,201.3,US,Pekin,Newark,,,siltstone,lagoonal,
24602,-79.400002,35.5,2,Late Triassic,,237,201.3,US,Pekin,Newark,,,"""shale""",lagoonal,
24604,-106.199997,36.099998,6,Late Triassic,,237,201.3,US,Chinle,,Agua Zarca Sandstone,,sandstone,,
24608,-109.599998,28.566668,3,Carnian,Norian,237,208.5,MX,Santa Clara,Barranca,,,siltstone,,
24616,-108.5,28.5,5,Carnian,Norian,237,208.5,MX,Santa Clara,Barranca,,,,,
24641,-1.2,41.5,1,Induan,,252.17,251.2,ES,,,,,,terrestrial indet.,
24642,23,43.5,5,Induan,,252.17,251.2,RS,,,,,,terrestrial indet.,
24655,-77.199997,39.799999,2,Carnian,,237,228,US,New Oxford,,Middle,,,,
24656,-98.51667,20.666668,3,Late Triassic,,237,201.3,MX,Huizachal,,,,siltstone,,
24666,-2.2,52.200001,11,Anisian,Ladinian,247.2,237,UK,,,,,,terrestrial indet.,
24667,18.299999,46.599998,12,Carnian,,237,228,HU,,,,,,marine indet.,
24669,18.299999,46.599998,16,Ladinian,,242,237,HU,,,,,,marine indet.,
24671,4,44,5,Induan,,252.17,251.2,FR,,,,,,terrestrial indet.,
24672,6.7,45.299999,10,Ladinian,Norian,242,208.5,FR,,,,,,terrestrial indet.,
24674,6,48,9,Carnian,Norian,237,208.5,FR,,,,,,terrestrial indet.,
24675,6.3,48.200001,34,Early Triassic,Anisian,252.17,242,FR,,,,,,terrestrial indet.,
24680,13.5,46.700001,19,Carnian,,237,228,AT,,,,,,terrestrial indet.,
24683,15,47.799999,80,Carnian,,237,228,AT,,,,,,terrestrial indet.,
24684,7.6,47.5,39,Carnian,,237,228,CH,,,,,,terrestrial indet.,
24685,20.666668,50.833332,27,Wuchiapingian,Changhsingian,259.9,252.17,PL,Copper Shale,Werra,,,mudstone,carbonate indet.,
24686,20.666668,50.833332,33,Wuchiapingian,Changhsingian,259.9,252.17,PL,Zechstein Limestone,Werra,,,"""limestone""",lagoonal/restricted shallow subtidal,
24687,20.666668,50.833332,38,Wuchiapingian,Changhsingian,259.9,252.17,PL,Zechstein Limestone,Werra,,,"""limestone""",lagoonal/restricted shallow subtidal,
24688,20.666668,50.833332,46,Wuchiapingian,Changhsingian,259.9,252.17,PL,Lower Anhydrate,Werra,,,evaporite,fluvial indet.,
24692,11.6,46.400002,2,Anisian,,247.2,242,IT,,,,,sandstone,terrestrial indet.,
24693,11.7,46.5,5,Ladinian,,242,237,IT,,,,,"""limestone""",marine indet.,
24697,11.6,46.5,7,Ladinian,,242,237,IT,,,,,"""limestone""",marine indet.,
24698,11.7,46.5,8,Ladinian,,242,237,IT,,,,,"""limestone""",marine indet.,
24699,11.9,46.599998,6,Ladinian,,242,237,IT,,,,,"""limestone""",marine indet.,
24700,12.1,46.400002,16,Ladinian,,242,237,IT,,,,,"""limestone""",marine indet.,
24701,10,51.5,5,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24702,9.4,51.799999,5,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24703,9.4,51.599998,3,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24704,9.6,51.700001,1,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24705,9.4,51.5,1,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24706,11.8,51.5,1,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24707,11.8,51.799999,1,Induan,,252.17,251.2,DE,Hardegsen,,,,,terrestrial indet.,
24708,11.8,51.799999,1,Induan,,252.17,251.2,DE,Solling,,,,,terrestrial indet.,
24709,10.1,50.200001,3,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24710,11.1,50.700001,4,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24711,11.2,50.799999,2,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24712,9.6,51.900002,1,Induan,,252.17,251.2,DE,,,,,,terrestrial indet.,
24713,9.7,50,2,Early Triassic,,252.17,247.2,DE,,,,,,terrestrial indet.,
24714,8.4,48.900002,8,Early Triassic,,252.17,247.2,DE,,,,,,terrestrial indet.,
24715,20.666668,50.833332,25,Wuchiapingian,Changhsingian,259.9,252.17,PL,Terrigenious Series,Werra,,,mudstone,marine indet.,
24716,20.666668,50.833332,25,Wuchiapingian,Changhsingian,259.9,252.17,PL,Terrigenious Series,Werra,,,mudstone,,
24717,20.666668,50.833332,31,Wuchiapingian,Changhsingian,259.9,252.17,PL,Upper Anhydrite,Werra,,,evaporite,marine indet.,
24727,6.5,48.599998,11,Early Triassic,,252.17,247.2,FR,,,,,,terrestrial indet.,
24728,6.466667,48.566666,1,Early Triassic,,252.17,247.2,FR,,,,,,terrestrial indet.,
24730,6.7,49.299999,8,Early Triassic,,252.17,247.2,DE,,,,,,terrestrial indet.,
24731,7.3,48.900002,13,Early Triassic,,252.17,247.2,DE,,,,,,terrestrial indet.,
24732,7,49.200001,4,Early Triassic,,252.17,247.2,DE,,,,,,terrestrial indet.,
24735,6.5,50.299999,11,Early Triassic,,252.17,247.2,DE,,,,,,terrestrial indet.,
24742,6.5,50.299999,5,Anisian,Ladinian,247.2,237,DE,,,,,"""limestone""",marine indet.,
24767,11.6,50.900002,2,Anisian,Ladinian,247.2,237,DE,,,,,,marine indet.,
24808,9,48.5,23,Carnian,,237,228,DE,,,,,,terrestrial indet.,
24812,11.9,50.099998,12,Carnian,,237,228,DE,,,,,,terrestrial indet.,
24814,9,48.5,18,Ladinian,,242,237,DE,,,,,,terrestrial indet.,
24817,11.9,50.099998,23,Ladinian,,242,237,DE,,,,,,terrestrial indet.,
24819,10.8,50.700001,15,Ladinian,,242,237,DE,,,,,,terrestrial indet.,
24820,10.4,51.200001,41,Ladinian,,242,237,DE,,,,,,terrestrial indet.,
24821,10.6,52.200001,16,Ladinian,,242,237,DE,,,,,,terrestrial indet.,
24834,4.432778,46.841946,8,Anisian,Ladinian,247.2,237,FR,Grès d'Antully,,,,sandstone,terrestrial indet.,400 specimens
24835,10.5,50,9,Carnian,,237,228,DE,,,,,,terrestrial indet.,
24852,-1.2,52,1,Anisian,Ladinian,247.2,237,UK,,,,,,terrestrial indet.,
24869,11.2,45.700001,1,Anisian,,247.2,242,IT,,,,,marl,marine indet.,
24871,18.299999,46.599998,4,Norian,,228,208.5,HU,,,,,,marine indet.,
24873,-21,73.5,1,Early Triassic,,252.17,247.2,GL,,,,,,terrestrial indet.,
24874,-23,72.5,1,Early Triassic,,252.17,247.2,GL,,,,,,terrestrial indet.,
24875,20,78,23,Carnian,Norian,237,208.5,SJ,,,,,,terrestrial indet.,
24876,48,80.5,4,Carnian,Norian,237,208.5,RU,,,,,,terrestrial indet.,
24877,-68.904999,-31.10111,8,Carnian,,237,228,AR,Ischigualasto,,Cancha de Bochas,Scaphonyx-Exaeretodon-Herrerasaurus,siltstone,terrestrial indet.,
24878,-68.283333,-30.133333,1,Carnian,,237,228,AR,Ischigalasto,,,,not reported,terrestrial indet.,1 individuals
24927,20.666668,50.833332,28,Wuchiapingian,Changhsingian,259.9,252.17,PL,Upper Anhydrite,Werra,,,evaporite,marine indet.,
24928,20.666668,50.833332,8,Wuchiapingian,Changhsingian,259.9,252.17,PL,Upper Anhydrite,Werra,,,evaporite,marine indet.,
24929,20.666668,50.833332,42,Wuchiapingian,Changhsingian,259.9,252.17,PL,Platy Dolomite,Strassfort,,,dolomite,peritidal,
24947,20.666668,50.833332,59,Wuchiapingian,Changhsingian,259.9,252.17,PL,Main Anhydrite,Leine,,,evaporite,,
24950,20.666668,50.833332,42,Wuchiapingian,Changhsingian,259.9,252.17,PL,Top Terrigenous Series,,,,sandstone,,
24958,20.666668,50.833332,42,Wuchiapingian,Changhsingian,259.9,252.17,PL,Top Terrigenous Series,,,,mudstone,marine indet.,
24961,20.666668,50.833332,39,Griesbachian,,252.17,251.3,PL,Lower Buntsandstein,,,,siltstone,marine indet.,
24967,20.666668,50.833332,36,Griesbachian,,252.17,251.3,PL,Lower Buntsandstein,,,,mudstone,marine indet.,
24989,20.666668,50.833332,28,Wuchiapingian,Changhsingian,259.9,252.17,PL,Copper Shale,Werra,,,dolomite,marine indet.,
24990,20.666668,50.833332,33,Wuchiapingian,Changhsingian,259.9,252.17,PL,Zechstein Limestone,Werra,,,"""limestone""",lagoonal/restricted shallow subtidal,
24991,20.666668,50.833332,38,Wuchiapingian,Changhsingian,259.9,252.17,PL,Zechstein Limestone,Werra,,,"""limestone""",lagoonal/restricted shallow subtidal,
24992,20.666668,50.833332,38,Wuchiapingian,Changhsingian,259.9,252.17,PL,Zechstein Limestone,Werra,,,"""limestone""",lagoonal/restricted shallow subtidal,
24993,20.666668,50.833332,52,Wuchiapingian,Changhsingian,259.9,252.17,PL,Zechstein Limestone,Werra,,,"""limestone""",lagoonal/restricted shallow subtidal,
24994,20.666668,50.833332,51,Wuchiapingian,Changhsingian,259.9,252.17,PL,Lower Anhydrate A1d,Werra,,,evaporite,marine indet.,
24995,20.666668,50.833332,29,Wuchiapingian,Changhsingian,259.9,252.17,PL,Terrigenious Series,Werra,,,mudstone,peritidal,
24996,20.666668,50.833332,17,Wuchiapingian,Changhsingian,259.9,252.17,PL,Upper Anhydrite,,,,evaporite,marine indet.,
24997,20.666668,50.833332,40,Wuchiapingian,Changhsingian,259.9,252.17,PL,Upper Anhydrite,Werra,,,evaporite,marine indet.,
24998,20.666668,50.833332,22,Wuchiapingian,Changhsingian,259.9,252.17,PL,Grey Pelite,Leine,,,mudstone,marine indet.,
24999,20.666668,50.833332,13,Wuchiapingian,Changhsingian,259.9,252.17,PL,Platy Dolomite,Leine,,,dolomite,peritidal,
25000,-6.785,53.900002,6,Wuchiapingian,,259.9,254.17,IE,Kingscourt Gypsum,New Red Sandstone,,,"""shale""",marine indet.,
25042,52.400002,72.699997,8,Ladinian,Carnian,242,228,RU,,,,,,terrestrial indet.,
25043,56,74,23,Ladinian,Carnian,242,228,RU,,,,,,terrestrial indet.,
25091,-111.5,38.5,1,Carnian,,237,228,US,Chinle,,Shinarump,,,,
25094,-109.900002,37.900002,1,Carnian,,237,228,US,Chinle,,Shinarump,,,,
25095,-109.099998,35,1,Carnian,,237,228,US,Chinle,,Monitor Butte,,,,
25128,18.200001,50.583332,1,Pelsonian-Pelsonian-Illyrian,,247.2,242,PL,Karchowice Beds,,,,"""reef rocks""","reef, buildup or bioherm",
25129,18.200001,50.583332,5,Pelsonian-Pelsonian-Illyrian,,247.2,242,PL,Karchowice Beds,,,,"""reef rocks""","reef, buildup or bioherm",
25130,18.200001,50.583332,2,Pelsonian-Pelsonian-Illyrian,,247.2,242,PL,Karchowice Beds,,,,"""reef rocks""","reef, buildup or bioherm",
